movie_id,title,tags
37724,Skyfall,bonds latest assignment goes gravely wrong agents around world exposed mi6 attacked forcing relocate agency events cause authority position challenged gareth mallory new chairman intelligence security committee mi6 compromised inside left one ally trust bond 007 takes shadows aided field agent eve following trail mysterious silva whose lethal hidden motives yet reveal action adventure thriller danielcraig judidench javierbardem sammendes spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao
558,Spider-Man 2,peter parker going major identity crisis burned spiderman decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker still cant act feelings mary jane watson girl hes loved since childhood action adventure fantasy tobeymaguire kirstendunst jamesfranco samraimi dualidentity loveofoneslife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain
68721,Iron Man 3,tony starks world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution action adventure sciencefiction robertdowneyjr gwynethpaltrow doncheadle shaneblack terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis
12155,Alice in Wonderland,alice unpretentious individual 19yearold betrothed dunce english nobleman engagement party escapes crowd consider whether go marriage falls hole garden spotting unusual rabbit arriving strange surreal place called underland finds world resembles nightmares child filled talking animals villainous queens knights frumious bandersnatches alice realizes reason conquer horrific jabberwocky restore rightful queen throne family fantasy adventure miawasikowska johnnydepp annehathaway timburton basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d
36668,X-Men: The Last Stand,cure found treat mutations lines drawn amongst xmen brotherhood band powerful mutants organized xaviers former ally magneto adventure action sciencefiction thriller hughjackman halleberry ianmckellen brettratner mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger
62211,Monsters University,look relationship mike sulley days monsters university werent necessarily best friends animation family billycrystal johngoodman stevebuscemi danscanlon monster dormitory games animation bestfriend university scary aftercreditsstinger
8373,Transformers: Revenge of the Fallen,sam witwicky leaves autobots behind normal life mind filled cryptic symbols decepticons target dragged back transformers war sciencefiction action adventure shialabeouf meganfox joshduhamel michaelbay egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger
91314,Transformers: Age of Extinction,humanity picks pieces following conclusion transformers dark moon autobots decepticons vanished face planet however group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond control ancient powerful transformer menace sets earth crosshairs sciencefiction action adventure markwahlberg stanleytucci kelseygrammer michaelbay sequel alien transformers giantrobot robot imax transformingrobot
68728,Oz: The Great and Powerful,oscar diggs smalltime circus illusionist conartist whisked kansas land oz inhabitants assume hes great wizard prophecy save oz clutches evil fantasy adventure family jamesfranco milakunis rachelweisz samraimi circus witch magic hope illusion lost magictrick wizard 3d
102382,The Amazing Spider-Man 2,peter parker life busy taking bad guys spiderman spending time person loves gwen stacy high school graduation cannot come quickly enough peter forgotten promise made gwens father protect staying away promise cannot keep things change peter new villain electro emerges old friend harry osborn returns peter uncovers new clues past action adventure fantasy andrewgarfield emmastone jamiefoxx marcwebb obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers
20526,TRON: Legacy,sam flynn techsavvy daring son kevin flynn investigates fathers disappearance pulled grid help mysterious program named quorra sam quests stop evil dictator clu crossing real world adventure action sciencefiction garretthedlund jeffbridges oliviawilde josephkosinski artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy
49013,Cars 2,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship becomes rocky mater gets caught intriguing adventure international espionage animation family adventure comedy owenwilson larrythecableguy michaelcaine johnlasseter bradlewis carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger
44912,Green Lantern,centuries small powerful force warriors called green lantern corps sworn keep intergalactic order green lantern wears ring grants superpowers new enemy called parallax threatens destroy balance power universe fate fate earth lie hands first human ever recruited adventure action thriller sciencefiction ryanreynolds blakelively petersarsgaard martincampbell dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d
10193,Toy Story 3,woody buzz rest andys toys havent played years andy go college gang find accidentally left nefarious day care center toys must band together escape return home andy animation family comedy tomhanks timallen nedbeatty leeunkrich hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory
534,Terminator Salvation,grown postapocalyptic 2018 john connor must lead resistance humans increasingly dominating militaristic robots marcus wright appears existence confuses mission connor tries determine whether wright come future past whether hes friend foe action sciencefiction thriller christianbale samworthington antonyelchin mcg savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation postapocalyptic dystopia army firearm wartime losangeles
168259,Furious 7,deckard shaw seeks revenge dominic toretto family comatose brother action vindiesel paulwalker dwaynejohnson jameswan carrace speed revenge suspense car race musclecar
72190,World War Z,life former united nations investigator gerry lane family seems content suddenly world plagued mysterious infection turning whole human populations rampaging mindless zombies barely escaping chaos lane persuaded go mission investigate disease follows perilous trek around world lane must brave horrific dangers long odds find answers human civilization falls action drama horror sciencefiction thriller bradpitt mireilleenos abigailhargrove marcforster dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse
127585,X-Men: Days of Future Past,ultimate xmen ensemble fights war survival species across two time periods join forces younger selves epic battle must change past save future action adventure fantasy sciencefiction hughjackman jamesmcavoy michaelfassbender bryansinger 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture
54138,Star Trek Into Darkness,crew enterprise called back home find unstoppable force terror within organization detonated fleet everything stands leaving world state crisis personal score settle captain kirk leads manhunt warzone world capture one man weapon mass destruction heroes propelled epic chess game life death love challenged friendships torn apart sacrifices must made family kirk left crew action adventure sciencefiction chrispine zacharyquinto zoesaldana jjabrams spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d
81005,Jack the Giant Slayer,story ancient war reignited young farmhand unwittingly opens gateway world fearsome race giants unleashed earth first time centuries giants strive reclaim land lost forcing young man jack battle life stop fighting kingdom people love brave princess comes face face unstoppable warriors thought existed legendand gets chance become legend action family fantasy nicholashoult eleanortomlinson ewanmcgregor bryansinger basedonfairytale giant
64682,The Great Gatsby,adaptation f scott fitzgeralds long islandset novel midwesterner nick carraway lured lavish world neighbor jay gatsby soon enough however carraway see cracks gatsbys nouveau riche existence obsession madness tragedy await drama romance leonardodicaprio tobeymaguire careymulligan bazluhrmann basedonnovel infidelity obsession hope 3d
9543,Prince of Persia: The Sands of Time,rogue prince reluctantly joins forces mysterious princess together race dark forces safeguard ancient dagger capable releasing sands time gift gods reverse time allow possessor rule world adventure fantasy action romance jakegyllenhaal gemmaarterton benkingsley mikenewell persia sandstorm brotheragainstbrother armageddon regent basedonvideogame
68726,Pacific Rim,legions monstrous creatures known kaiju started rising sea war began would take millions lives consume humanitys resources years end combat giant kaiju special type weapon devised massive robots called jaegers controlled simultaneously two pilots whose minds locked neural bridge even jaegers proving nearly defenseless face relentless kaiju verge defeat forces defending mankind choice turn two unlikely heroesa washedup former pilot charlie hunnam untested trainee rinko kikuchiwho teamed drive legendary seemingly obsolete jaeger past together stand mankinds last hope mounting apocalypse action sciencefiction adventure idriselba charliehunnam charlieday guillermodeltoro dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d
38356,Transformers: Dark of the Moon,sam witwicky takes first tenuous steps adulthood remaining reluctant human ally autobotleader optimus prime film centers around space race ussr usa suggesting hidden transformers role remains one planets dangerous secrets action sciencefiction adventure shialabeouf johnmalkovich kenjeong michaelbay moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger
217,Indiana Jones and the Kingdom of the Crystal Skull,set cold war soviets led swordwielding irina spalko search crystal skull supernatural powers related mystical lost city gold captured escaping indy coerced head peru behest young man whose friend indys colleague professor oxley captured knowledge skulls whereabouts adventure action harrisonford cateblanchett shialabeouf stevenspielberg savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology
105864,The Good Dinosaur,epic journey world dinosaurs apatosaurus named arlo makes unlikely human friend adventure animation family raymondochoa jackbright jeffreywright petersohn tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey
62177,Brave,brave set mystical scottish highlands mrida princess kingdom ruled king fergus queen elinor unruly daughter accomplished archer mrida one day defies sacred custom land inadvertently brings turmoil kingdom attempt set things right mrida seeks eccentric old wise woman granted illfated wish also figuring mridas quest serving comic relief kingdoms three lords enormous lord macguffin surly lord macintosh disagreeable lord dingwall animation adventure comedy family action fantasy kellymacdonald juliewalters billyconnolly brendachapman markandrews stevepurcell scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d
188927,Star Trek Beyond,uss enterprise crew explores furthest reaches uncharted space encounter mysterious new enemy puts everything federation stands test action adventure sciencefiction chrispine zacharyquinto karlurban justinlin sequel stranded hatred spaceopera
10681,WALL·E,walle last robot left earth overrun garbage humans fled outer space 700 years continued try clean mess developed rather interesting humanlike qualities ship arrives sleek new type robot walle thinks hes finally found friend stows away ship leaves animation family benburtt elissaknight jeffgarlin andrewstanton romanticcomedy
5174,Rush Hour 3,attempted assassination ambassador han inspector lee detective carter back action head paris protect french woman knowledge triads secret leaders lee also holds secret meetings united nations authority personal struggles chinese criminal mastermind named kenji reveals lees longlostbrother action comedy crime thriller christucker jackiechan hiroyukisanada brettratner ambassador
14161,2012,dr adrian helmsley part worldwide geophysical team investigating effect earth radiation unprecedented solar storms learns earths core heating warns us president thomas wilson crust earth becoming unstable without proper preparations saving fraction worlds population entire race doomed meanwhile writer jackson curtis stumbles information worlds leaders race build arks escape impending cataclysm curtis struggles find way save family meanwhile volcanic eruptions earthquakes unprecedented strength wreak havoc around world action adventure sciencefiction johncusack amandapeet chiwetelejiofor rolandemmerich civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind
17979,A Christmas Carol,miser ebenezer scrooge awakened christmas eve spirits reveal miserable existence opportunities wasted youth current cruelties dire fate awaits change ways scrooge faced story growing bitterness meanness must decide future hold death redemption animation drama garyoldman jimcarrey stevevalentine robertzemeckis holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas
76757,Jupiter Ascending,universe human genetic material precious commodity impoverished young earth woman becomes key strategic maneuvers internal strife within powerful dynasty sciencefiction fantasy action adventure milakunis channingtatum seanbean lillywachowski lanawachowski jupiter space womandirector 3d interspeciesromance
258489,The Legend of Tarzan,tarzan acclimated life london called back former home jungle investigate activities mining encampment action adventure alexanderskarsgrd margotrobbie christophwaltz davidyates africa feralchild tarzan jungle animalattack
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",siblings lucy edmund susan peter step magical wardrobe find land narnia discover charming peaceful kingdom plunged eternal winter evil white witch jadis aided wise magnificent lion aslan children lead narnia spectacular climactic battle free witchs glacial powers forever adventure family fantasy williammoseley annapopplewell skandarkeynes andrewadamson savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairytalefigure battle narnia fantasyworld duringcreditsstinger
246655,X-Men: Apocalypse,reemergence worlds first mutant worlddestroyer apocalypse xmen must unite defeat extinction level plan sciencefiction jamesmcavoy michaelfassbender jenniferlawrence bryansinger mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s
155,The Dark Knight,batman raises stakes war crime help lt jim gordon district attorney harvey dent batman sets dismantle remaining criminal organizations plague streets partnership proves effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizens gotham joker drama action crime thriller christianbale heathledger aaroneckhart christophernolan dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman
14160,Up,carl fredricksen spent entire life dreaming exploring globe experiencing life fullest age 78 life seems passed twist fate persistent 8year old wilderness explorer named russell gives new lease life animation comedy family adventure edasner christopherplummer jordannagai petedocter agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring
15512,Monsters vs Aliens,susan murphy unwittingly clobbered meteor full outer space gunk wedding day mysteriously grows 49feet11inches military jumps action captures susan secreting away covert government compound renamed ginormica placed confinement ragtag group monsters animation family adventure sciencefiction sethrogen reesewitherspoon hughlaurie conradvernon robletterman alien giantrobot duringcreditsstinger
1726,Iron Man,held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil action sciencefiction adventure robertdowneyjr terrencehoward jeffbridges jonfavreau middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson
44826,Hugo,hugo orphan boy living walls train station 1930s paris learned fix clocks gadgets father uncle puts use keeping train station clocks running thing left connects dead father automaton mechanical man doesnt work without special key hugo needs find unlock secret believes contains adventures meets shopkeeper george melies works train station adventureseeking goddaughter hugo finds surprising connection father automaton discovers unlocks memories old man buried inside regarding past adventure drama family benkingsley sachabaroncohen asabutterfield martinscorsese library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d
8487,Wild Wild West,legless southern inventor dr arliss loveless plans rekindle civil war assassinating president us grant two men stop gunfighter james west masterofdisguise inventor artemus gordon two must team thwart loveless plans action adventure comedy sciencefiction western willsmith kevinkline kennethbranagh barrysonnenfeld steampunk basedontvseries steamlocomotive drag
1735,The Mummy: Tomb of the Dragon Emperor,archaeologist rick oconnell travels china pitting emperor 2000yearold han dynasty whos returned dead pursue quest world domination time oconnell enlists help wife son quash socalled dragon emperor abuse supernatural power adventure action fantasy brendanfraser jetli johnhannah robcohen
297761,Suicide Squad,dc comics comes suicide squad antihero team incarcerated supervillains act deniable assets united states government undertaking highrisk black ops missions exchange commuted prison sentences action adventure crime fantasy sciencefiction willsmith margotrobbie joelkinnaman davidayer dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse
2698,Evan Almighty,god contacts congressman evan baxter tells build ark preparation great flood fantasy comedy family stevecarell laurengraham johngoodman tomshadyac fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noahsark
137113,Edge of Tomorrow,major bill cage officer never seen day combat unceremoniously demoted dropped combat cage killed within minutes managing take alpha alien awakens back beginning day forced fight die physical contact alien thrown time loop action sciencefiction tomcruise emilyblunt brendangleeson dougliman dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton
9804,Waterworld,futuristic world polar ice caps melted made earth liquid planet beautiful barmaid rescues mutant seafarer floating island prison escape along young charge enola sail aboard ship trio soon becomes target menacing pirate covets map dryland tattooed enolas back adventure action kevincostner chaimgirafi rickaviles kevinreynolds ocean tattoo mutant water dystopia doomsday
14869,G.I. Joe: The Rise of Cobra,egyptian desert deep polar ice caps elite gi joe team uses latest nextgeneration spy military equipment fight corrupt arms dealer destro growing threat mysterious cobra organization prevent plunging world chaos adventure action thriller sciencefiction dennisquaid channingtatum marlonwayans stephensommers terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra
150540,Inside Out,growing bumpy road exception riley uprooted midwest life father starts new job san francisco like us riley guided emotions joy fear anger disgust sadness emotions live headquarters control center inside rileys mind help advise everyday life riley emotions struggle adjust new life san francisco turmoil ensues headquarters although joy rileys main important emotion tries keep things positive emotions conflict best navigate new city house school drama comedy animation family amypoehler phyllissmith richardkind petedocter dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions
278927,The Jungle Book,threat tiger shere khan forces flee jungle mancub named mowgli embarks journey self discovery help panther bagheera free spirited bear baloo family adventure drama fantasy neelsethi billmurray benkingsley jonfavreau basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals
10138,Iron Man 2,world aware dual life armored superhero iron man billionaire inventor tony stark faces pressure government press public share technology military unwilling let go invention stark pepper potts james rhodey rhodes side must forge new alliances confront powerful enemies adventure action sciencefiction robertdowneyjr gwynethpaltrow doncheadle jonfavreau malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse
58595,Snow White and the Huntsman,evil queen marries king performs violent coup king murdered daughter snow white taken captive almost decade later grown snow white still clutches queen order obtain immortality evil queen needs heart snow white snow escapes castle queen sends huntsman find dark forest adventure fantasy drama kristenstewart charlizetheron chrishemsworth rupertsanders queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress
102651,Maleficent,untold story disneys iconic villain 1959 classic sleeping beauty beautiful purehearted young woman maleficent idyllic life growing peaceable forest kingdom one day invading army threatens harmony land maleficent rises lands fiercest protector ultimately suffers ruthless betrayal act begins turn heart stone bent revenge maleficent faces epic battle invading kings successor result places curse upon newborn infant aurora child grows maleficent realizes aurora holds key peace kingdom maleficents true happiness well fantasy adventure action family romance angelinajolie ellefanning sharltocopley robertstromberg fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d
119450,Dawn of the Planet of the Apes,group scientists san francisco struggle stay alive aftermath plague wiping humanity caesar tries maintain dominance community intelligent apes sciencefiction action drama thriller andyserkis jasonclarke garyoldman mattreeves leader colony postapocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d
